ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species	Kingdom (BS)	Phylum (BS)	Class (BS)	Order (BS)	Family (BS)	Genus (BS)	Species (BS)
Seq_13898	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA	NA	100	100	100	100	100	100	100
Seq_13899	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	NA	NA	100	100	100	100	100	99	99
Seq_13900	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	NA	100	66	66	63	52	51	31
Seq_13901	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA	NA	100	100	93	37	37	37	37
Seq_13902	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_13903	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	NA	NA	100	98	98	84	81	28	18
Seq_13904	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA	NA	100	100	97	50	50	50	50
Seq_13905	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	100	51	51	24	24	24	24
Seq_13906	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA	NA	100	100	100	100	100	75	75
Seq_13907	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_13908	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_13909	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 15	NA	NA	NA	100	92	92	58	58	58	58
Seq_13910	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_13911	Archaea	Crenarchaeota	Nitrososphaeria	Group 1.1c	NA	NA	NA	100	100	100	71	71	71	71
Seq_13912	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	NA	100	100	100	100	100	100	100
Seq_13913	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 15	NA	NA	NA	100	94	94	51	51	51	51
Seq_13914	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Acidipila	NA	100	100	100	100	99	71	69
Seq_13915	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter	NA	100	79	79	71	71	66	16
Seq_13916	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA	100	100	100	100	58	58	58
Seq_13917	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12409	NA	NA	100	100	100	100	98	98	98
Seq_13918	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_13919	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA	NA	100	100	100	53	53	29	16
Seq_13920	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA	NA	100	100	100	83	83	83	83
Seq_13921	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA	NA	100	100	80	31	19	16	5
Seq_13922	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	59	59
Seq_13923	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_13924	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA	NA	100	97	95	91	89	89	89
Seq_13925	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_13926	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	74	74
Seq_13927	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_13928	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Acidipila	NA	100	100	100	100	100	52	52
Seq_13929	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	NA	NA	NA	100	61	58	52	33	21	11
Seq_13930	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Granulicella	NA	100	99	99	95	95	58	31
Seq_13931	Bacteria	NA	NA	NA	NA	NA	NA	100	42	41	31	31	27	13
Seq_13932	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	NA	NA	100	70	70	70	66	38	38
Seq_13933	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	NA	100	100	100	90	90	90	90
Seq_13934	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	NA	NA	NA	100	100	100	100	100	100	100
Seq_13935	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA	NA	100	100	77	22	21	11	3
Seq_13936	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	NA	100	100	100	100	100	75	75
Seq_13937	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA	100	100	100	83	83	83	72
Seq_13938	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	Candidatus Obscuribacter	phosphatis	100	59	54	53	53	53	52
Seq_13939	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 15	NA	NA	NA	100	100	99	63	63	63	63
Seq_13940	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	NA	100	100	100	59	59	59	57
Seq_13941	Bacteria	NA	NA	NA	NA	NA	NA	100	49	47	47	47	43	30
Seq_13942	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Roseiarcus	NA	100	99	99	97	85	67	39
Seq_13943	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_13944	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	NA	100	100	99	99	91	79	75
Seq_13945	Bacteria	Firmicutes	NA	NA	NA	NA	NA	99	69	15	14	13	7	4
Seq_13946	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	100	95	95	68	68	68	68
Seq_13947	Bacteria	Acidobacteriota	Acidobacteriae	NA	NA	NA	NA	100	97	97	46	46	46	43
Seq_13948	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA	NA	100	100	99	81	81	81	81
Seq_13949	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA	NA	100	100	100	100	100	100	100
Seq_13950	Bacteria	Firmicutes	NA	NA	NA	NA	NA	97	59	25	25	21	21	16
Seq_13951	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	NA	NA	100	98	98	98	80	79	79
Seq_13952	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	NA	NA	100	77	77	77	77	29	9
Seq_13953	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA	NA	100	100	100	100	77	77	77
Seq_13954	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA	NA	100	100	100	54	35	35	35
Seq_13955	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA	100	100	100	100	100	100	75
Seq_13956	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_13957	Bacteria	Acidobacteriota	Acidobacteriae	NA	NA	NA	NA	100	78	78	31	31	31	31
Seq_13958	Bacteria	NA	NA	NA	NA	NA	NA	100	41	26	24	21	21	21
Seq_13959	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	NA	NA	100	100	100	94	89	14	12
Seq_13960	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	99	99
Seq_13961	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_13962	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	NA	100	100	100	94	94	94	88
Seq_13963	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	NA	NA	100	100	100	100	69	63	63
Seq_13964	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinoallomurus	NA	100	88	88	59	59	52	16
Seq_13965	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA	100	100	100	100	62	62	62
Seq_13966	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	99	99
Seq_13967	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	NA	100	100	100	89	89	86	14
Seq_13968	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	NA	100	100	100	91	91	91	91
Seq_13969	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	90	90	83	83	75	75
Seq_13970	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Bauldia	NA	95	95	95	95	60	60	51
Seq_13971	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA	NA	100	93	91	32	32	23	1
Seq_13972	Bacteria	Firmicutes	NA	NA	NA	NA	NA	99	63	8	8	7	6	2
Seq_13973	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	NA	100	100	100	70	70	70	34
Seq_13974	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	100	97	97	44	44	44	44
Seq_13975	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Elsteraceae	Aliidongia	NA	100	100	100	73	64	64	64
Seq_13976	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA	NA	100	100	96	86	86	86	86
Seq_13977	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_13978	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	NA	100	100	100	100	100	59	35
Seq_13979	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	80	80
Seq_13980	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA	NA	100	100	100	100	45	36	22
Seq_13981	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA	100	100	100	80	80	80	80
Seq_13982	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_13983	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_13984	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	NA	100	100	100	92	92	91	23
Seq_13985	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	NA	NA	100	100	100	99	96	20	12
Seq_13986	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	NA	NA	NA	100	51	51	51	47	47	47
Seq_13987	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	NA	NA	100	92	91	81	81	49	27
Seq_13988	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_13989	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	NA	NA	100	100	100	86	86	38	38
Seq_13990	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_13991	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA	100	100	100	100	90	52	47
Seq_13992	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Granulicella	NA	100	90	90	90	90	63	32
Seq_13993	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Granulicella	NA	100	94	94	94	94	61	41
Seq_13994	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	99	99
Seq_13995	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA	100	100	100	100	70	47	47
Seq_13996	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	jeonii	100	90	90	90	90	90	86
Seq_13997	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Bauldia	NA	100	98	98	98	70	70	67
Seq_13998	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA	NA	100	78	77	48	43	42	13
Seq_13999	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	NA	NA	100	92	92	92	92	31	28
Seq_14000	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA	100	68	68	68	68	68	15
Seq_14001	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA	NA	100	99	89	52	52	52	52
Seq_14002	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA	NA	100	100	100	100	97	29	29
Seq_14003	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	99	89	89	84	84	79	79
Seq_14004	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_14005	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Granulicella	NA	100	99	99	77	77	57	45
Seq_14006	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA	NA	100	99	98	88	87	87	87
Seq_14007	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	1959-1	NA	100	100	100	100	100	100	100
Seq_14008	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Terrimicrobiaceae	FukuN18 freshwater group	NA	100	100	100	100	90	90	90
Seq_14009	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia	NA	100	100	100	100	100	97	96
Seq_14010	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_14011	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_14012	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA	100	67	67	67	67	67	12
Seq_14013	Bacteria	Firmicutes	NA	NA	NA	NA	NA	100	52	48	43	43	43	15
Seq_14014	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_14015	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_14016	Bacteria	Acidobacteriota	NA	NA	NA	NA	NA	100	50	47	13	13	13	13
Seq_14017	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA	100	87	86	83	83	83	21
Seq_14018	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_14019	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA	NA	100	100	98	62	62	62	62
Seq_14020	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Granulicella	NA	100	85	85	85	85	53	29
Seq_14021	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage IV	NA	NA	NA	100	60	59	59	59	59	59
Seq_14022	Bacteria	Acidobacteriota	NA	NA	NA	NA	NA	99	50	49	6	6	6	6
Seq_14023	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	NA	100	100	100	100	100	100	42
Seq_14024	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	NA	NA	100	100	100	57	52	24	24
Seq_14025	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA	NA	100	89	88	49	43	36	13
Seq_14026	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Roseiarcus	fermentans	100	99	99	95	88	80	52
Seq_14027	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	NA	100	100	100	97	97	97	92
Seq_14028	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Acidicapsa	borealis	100	98	98	98	98	97	91
Seq_14029	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	NA	100	100	100	95	95	95	95
Seq_14030	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	NA	NA	100	100	100	100	98	19	9
Seq_14031	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA	100	100	100	100	100	100	75
Seq_14032	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA	NA	100	92	92	34	32	32	32
Seq_14033	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	NA	100	100	100	76	75	75	75
Seq_14034	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosotaleales	Nitrosotaleaceae	NA	NA	100	100	100	83	83	83	83
Seq_14035	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	99	99
Seq_14036	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	NA	NA	100	89	89	89	89	47	43
Seq_14037	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	NA	100	98	98	98	98	75	75
Seq_14038	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA	NA	100	100	100	100	85	62	62
Seq_14039	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	99	99	99	99	72	72
Seq_14040	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_14041	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA	NA	100	98	95	45	45	45	45
Seq_14042	Bacteria	Proteobacteria	Gammaproteobacteria	JG36-TzT-191	NA	NA	NA	100	100	100	52	52	52	52
Seq_14043	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	98	98
Seq_14044	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	NA	100	100	100	100	91	49	49
Seq_14045	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA	NA	100	70	70	59	59	14	13
Seq_14046	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_14047	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	NA	NA	100	100	100	100	99	99	99
Seq_14048	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_14049	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	88	86	85	85	85	85
Seq_14050	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	100	67	65	37	37	21	21
Seq_14051	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	humicus	100	100	100	94	94	93	89
Seq_14052	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	NA	NA	100	100	100	86	82	27	19
Seq_14053	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA	NA	100	100	100	100	100	100	100
Seq_14054	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter	NA	100	100	100	86	86	85	84
Seq_14055	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_14056	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	100	100	100	84	55	55	19
Seq_14057	Bacteria	Acidobacteriota	Acidobacteriae	NA	NA	NA	NA	100	98	98	47	47	47	47
Seq_14058	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	99	99	84	84
Seq_14059	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA	NA	100	100	100	54	54	54	54
Seq_14060	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	NA	100	99	99	75	75	75	75
Seq_14061	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA	NA	100	100	93	69	69	69	69
Seq_14062	Bacteria	NA	NA	NA	NA	NA	NA	100	48	48	48	21	21	21
Seq_14063	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	95	95
Seq_14064	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	NA	100	92	92	92	88	88	88
Seq_14065	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Telmatobacter	NA	100	91	91	91	91	70	70
Seq_14066	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA	100	100	100	96	96	96	79
Seq_14067	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA	100	100	100	100	100	100	99
Seq_14068	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	NA	NA	100	100	100	100	98	81	81
Seq_14069	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA	100	100	98	88	77	20	9
Seq_14070	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Terrabacter	terrae	100	100	100	99	87	74	58
Seq_14071	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	NA	100	100	100	65	39	39	22
Seq_14072	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA	100	100	100	100	99	40	9
Seq_14073	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	NA	100	100	100	89	89	89	89
Seq_14074	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA	100	97	97	93	31	30	29
Seq_14075	Bacteria	Acidobacteriota	Acidobacteriae	NA	NA	NA	NA	100	80	80	41	41	41	40
Seq_14076	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	100	99	99	21	21	21	12
Seq_14077	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_14078	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	NA	NA	100	94	94	94	94	70	70
Seq_14079	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA	NA	100	100	100	100	100	34	34
Seq_14080	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	imitans	100	100	100	98	97	97	83
Seq_14081	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	NA	100	100	100	100	100	79	79
Seq_14082	Bacteria	NA	NA	NA	NA	NA	NA	99	29	28	28	26	19	8
Seq_14083	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_14084	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter	NA	100	100	100	100	100	100	100
Seq_14085	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA	NA	100	100	85	59	59	59	59
Seq_14086	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_14087	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA	NA	100	100	100	96	96	96	96
Seq_14088	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA	NA	100	98	98	35	34	34	34
Seq_14089	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	NA	NA	100	100	100	100	66	66	66
Seq_14090	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_14091	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_14092	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	94	94
Seq_14093	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	NA	NA	100	100	100	100	64	64	64
Seq_14094	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Bauldia	NA	100	100	100	100	99	99	99
Seq_14095	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	NA	NA	100	100	100	100	87	87	87
Seq_14096	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	99	99	99	99	89	89
Seq_14097	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	NA	NA	100	89	89	89	89	37	22
Seq_14098	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Acidipila	rosea	100	97	97	97	97	59	51
Seq_14099	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	NA	100	100	100	74	50	50	36
Seq_14100	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	NA	100	100	100	100	47	47	47
Seq_14101	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_14102	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA	100	100	100	100	100	84	84
Seq_14103	Bacteria	Proteobacteria	Gammaproteobacteria	JG36-TzT-191	NA	NA	NA	100	100	100	88	88	88	88
Seq_14104	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
